阿党比周	a'dang'bi'zhou	相互勾结，相互偏袒，结党营私。
多故之秋	duo'gu'zhi'qiu	谓多事故多患难的时期。
多见广识	duo'jian'guang'shi	见闻多，知识广。
多历年稔	duo'li'nian'ren	谓历时久长。
多历年所	duo'li'nian'suo	谓历时久远。
多谋善断	duo'mou'shan'duan	能多方谋划而又善于决断。
多谋善虑	duo'mou'shan'lv	富于智谋，又善于思考。
多难兴邦	duo'nan'xing'bang	谓国家多遭患难，可以促使内部团结，因而兴盛起来。语出《左传·昭公四年》：“邻国之难，不可虞也。或多难以固其国，启其疆土；或无难以丧其国，失其守宇。”
多能多艺	duo'neng'duo'yi	见“多才多艺”。
多歧亡羊	duo'qi'wang'yang	《列子·说符》：“杨子之邻人亡羊，既率其党，又请杨子之竖追之。杨子曰：‘嘻！亡一羊，何追者之众？’邻人曰：‘多歧路。’既反，问：‘获羊乎？’曰：‘亡之矣。’曰：‘奚亡之？’曰：‘歧路之中又有歧焉，吾不知所之，所以反也。’……心都子曰：‘大道以多歧亡羊，学者以多方丧生。’”后以“多歧亡羊”比喻因情况复杂多变而迷失方向，误入歧途。引申为泛而不专，终无所成。
多钱善贾	duo'qian'shan'jia	亦作“多财善贾”。谓钱多好作买卖。比喻具备充分条件，则事容易办成。
多情多感	duo'qing'duo'gan	见“多情善感”。
多情多义	duo'qing'duo'yi	重情谊。
多情善感	duo'qing'shan'gan	亦作“多情多感”。重感情，易伤感。
多事之秋	duo'shi'zhi'qiu	多事故、多患难的时期。
多收并畜	duo'shou'bing'xu	谓一律收罗藏蓄。
多凶少吉	duo'xiong'shao'ji	凶害多，吉利少。
多言多语	duo'yan'duo'yu	谓不该说而说。
多一事不如少一事	duo'yi'shi'bu'ru'shao'yi'shi	一事】	亦作“多一事不如省一事”。谓少管事、少揽事可少风险、少麻烦。
多一事不如省一事	duo'yi'shi'bu'ru'sheng'yi'shi	一事】	见“多一事不如少一事”。
多艺多才	duo'yi'duo'cai	见“多才多艺”。
多鱼之漏	duo'yu'zhi'lou	《左传·僖公二年》：“齐寺人貂始漏师於多鱼。”杜预注：“多鱼，地名……《传》言貂於此始擅贵宠，漏洩桓公军事，为齐乱张本。”后以“多鱼之漏”指泄漏军事机密。
多灾多难	duo'zai'duo'nan	谓灾难深重。
多嘴多舌	duo'zui'duo'she	犹饶舌。不该说而说。
多嘴献浅	duo'zui'xian'qian	谓胡乱说些没见识、不起好作用的话。
咄咄逼人	duo'duo'bi'ren	①形容出语伤人，使人难以忍受。②泛指出言盛气逼人。③形容本领趕上或超越前人，令人赞叹。
咄咄怪事	duo'duo'guai'shi	连声惊呼称怪。形容令人惊讶的怪事。语出南朝宋刘义庆《世说新语·黜免》：“殷中军（殷浩）被废在信安，终日恆书空作字，扬州吏民寻义逐之，窃视，唯作‘咄咄怪事’四字而已。”
咄咄书空	duo'duo'shu'kong	《晋书·殷浩传》载殷浩虽被黜放，口无怨言，但终日书空作“咄咄怪事”四字。后以“咄咄书空”形容失志、懊恨之态。
夺眶而出	duo'kuang'er'chu	谓眼泪从眼眶涌出。
夺胎换骨	duo'tai'huan'gu	原为道教语。谓脱去凡胎俗骨而换为圣胎仙骨。后用以喻师法前人而不露痕迹，并能创新。
掇青拾紫	duo'qing'shi'zi	谓获取高官显位。青、紫，古时公卿的服色。
掇臀捧屁	duo'tun'peng'pi	形容巴结谄媚的丑态。
堕溷飘茵	duo'hun'piao'yin	见“坠茵落溷”。
屙金溺银	e'jin'ni'yin	喻生财有术。
讹以传讹	e'yi'chuan'e	把本来就是错误的东西妄加传播，越传越错。
讹以滋讹	e'yi'zi'e	又作：讹以传讹。
峨峨汤汤	e'e'tang'tang	形容乐声高亢奔放。
峨峨洋洋	e'e'yang'yang	本用以形容音乐高亢奔放。后亦用以形容欢乐之态。语本《列子·汤问》：“伯牙善鼓琴，锺子期善听。伯牙鼓琴，志在高山，锺子期曰：‘善哉！峨峨兮若泰山。’志在流水，锺子期曰：‘善哉！洋洋兮若江河。’”
峨冠博带	e'guan'bo'dai	高冠和阔衣带。古代儒生或士大夫的装束。
鹅湖之会	e'hu'zhi'hui	南宋淳熙二年（1175年）在信州（今江西上饶）鹅湖寺举行的一次著名的哲学辩论会。由吕祖谦邀集，意图调和硃熹和陆九渊两派争执。在治学方法上，硃熹主张“先道问学”和“即物而穷其理”，即从博览群书和对外物的观察来启发内心的知识；陆九渊主张“尊德性”和“发明本心”，认为“心即理也”，不必多做读书穷理工夫。硃讥陆为“禅学”，陆讥硃为“支离”，并赋诗互相责难。实质上是硃的客观唯心主义和陆的主观唯心主义的一场争论。
鹅王择乳	e'wang'ze'ru	水乳同置一器，鹅王仅饮乳汁而留其水。比喻择其上乘精华。事见《祖庭事苑》卷五。
鹅行鸭步	e'xing'ya'bu	形容步态迟缓而摇摆。
蛾度虵行	e'du'she'xing	像蚂蚁和蛇那样爬行。形容山路险陡。
蛾附蜂屯	e'fu'feng'tun	像蚂蚁和蜜蜂一样聚集。形容纷纭杂乱。
蛾眉曼睩	e'mei'man'lu	形容女子容貌之美。蛾眉，比喻美女的眉毛像蚕蛾眉那样又细又弯；曼睩，眼珠转动。
蛾眉螓首	e'mei'qin'shou	弯弯的眉毛，方广的前额。形容女子容貌的美艳。语本《诗·卫风·硕人》：“螓首蛾眉。”
额蹙心痛	e'cu'xin'tong	极度忧愁伤心貌。
额手称庆	e'shou'cheng'qing	以双手合掌加额，表示庆幸。
额手称颂	e'shou'cheng'song	同“额手称庆”。
额手相庆	e'shou'xiang'qing	见“额手称庆”。
额外主事	e'wai'zhu'shi	明清时为各部司员的低级官吏。一般由没有考中庶吉士的进士充任，也可以由皇帝赏赐。
扼喉抚背	e'hou'fu'bei	又作：扼吭拊背。
扼襟控咽	e'jin'kong'yan	比喻据守险要之地。
扼吭拊背	e'hang'fu'bei	掐其喉而击其背。喻控制要害，前后夹击。
恶不去善	e'bu'qu'shan	谓不因厌恶其人而抹杀他的优点。
恶尘无染	e'chen'wu'ran	谓没有受到坏习气的影响。
恶贯满盈	e'guan'man'ying	作恶极多，已到末日。语本《书·泰誓上》：“商罪贯盈，天命诛之。”孔传：“纣之为恶，一以贯之，恶贯已满，天毕其命。”
恶贯已盈	e'guan'yi'ying	同“恶贯满盈”。
恶籍盈指	e'ji'ying'zhi	犹恶贯满盈。
恶声恶气	e'sheng'e'qi	形容说话态度粗鲁。
恶湿居下	e'shi'ju'xia	讨厌潮湿，却又自处于低洼之地。比喻明知不可而不能改。
恶言厉色	e'yan'li'se	说话和脸色都很严厉。
恶衣恶食	e'yi'e'shi	同“恶衣菲食”。
恶衣菲食	e'yi'fei'shi	粗劣的衣食。形容生活俭朴。
恶衣粝食	e'yi'li'shi	同“恶衣菲食”。
恶衣蔬食	e'yi'shu'shi	同“恶衣菲食”。
恶直丑正	e'zhi'chou'zheng	谓使奸邪者改恶从善。
恶直丑正	e'zhi'chou'zheng	嫉害正直的人。
恶直丑正	e'zhi'chou'zheng	嫉害正直的人。
恶紫夺硃	e'zi'duo'zhu	原谓厌恶以邪代正。后以喻以邪胜正，以异端充正理。古代以硃为正色，喻正统，故云。语本《论语·阳货》：“恶紫之夺硃也；恶郑声之乱雅乐也；恶利口之覆邦家者。”
饿虎扑食	e'hu'pu'shi	形容动作迅速而猛烈。
饿虎吞羊	e'hu'tun'yang	形容迅猛贪婪。
饿死事小，失节事大	e'si'shi'xiao'-'shi'jie'shi'da	节事大】	宋明理学家反对妇女改嫁的封建说教。谓贫困饿死是小事，再嫁而失去节操才是大事。语出《二程遗书》卷二二下：“又问：‘或有孤孀贫穷无讬者，可再嫁否？’曰：‘只是后世怕寒饿死，故有是说。然饿死事极小，失节事极大。’”
遏恶扬善	e'e'yang'shan	①掩饰人之过失而褒扬他的长处。②指禁遏邪恶，褒扬善良。
遏渐防萌	e'jian'fang'meng	又作：杜渐防萌。
搤臂啮指	e'bi'nie'zhi	汉王充《论衡·感虚》：“曾子出薪於野，有客至而欲去。曾母曰：‘原留，参方到。’即以右手搤其左臂。曾子左臂立痛，即驰至问母：‘臂何故痛？’母曰：‘今者客来欲去，吾搤臂以呼汝耳。’”《后汉书·周磐传》：“磐同郡蔡顺……尝出求薪，有客卒至，母望顺不还，乃噬其指。顺即心动，弃薪驰归，跪问其故。母曰：‘有急客来，吾噬指以悟汝耳。’”后以“搤臂啮指”指至孝之人与父母心相感应。
噩噩浑浑	e'e'hun'hun	质朴忠厚貌。指上古之世。
恩不放债	en'bu'fang'zhai	对亲人不宜放债。意谓免因钱财交往而致发生怨怼。恩，指亲人。
恩将仇报	en'jiang'chou'bao	谓受人恩惠却反而报以仇恨。
恩同山岳	en'tong'shan'yue	犹恩重如山。
恩同再造	en'tong'zai'zao	谓恩德之大犹如使己再生。
恩重如山	en'zhong'ru'shan	恩德像山一样重。谓恩德极大。
尔虞我诈	er'yu'wo'zha	见“尔诈我虞”。
尔诈我虞	er'zha'wo'yu	互不信任，互相欺骗。语出《左传·宣公十五年》：“我无尔诈，尔无我虞。”
耳鬓厮磨	er'bin'si'mo	耳与鬓发互相摩擦。形容相处亲密。
耳聪目明	er'cong'mu'ming	听觉好，视力强。常用以形容眼光敏锐，头脑清楚。
耳根清净	er'gen'qing'jing	谓耳中不闻胡言乱语或嘈杂声音。常指不闻闲是闲非。
耳后风生	er'hou'feng'sheng	形容驰驱极速。
耳满鼻满	er'man'bi'man	满耳朵满鼻子。谓闻之熟极。
耳目一新	er'mu'yi'xin	视听都感到新鲜。
耳染目濡	er'ran'mu'ru	同“耳濡目染”。
耳濡目击	er'ru'mu'ji	见“耳濡目染”。
耳濡目及	er'ru'mu'ji	见“耳濡目染”。
耳濡目染	er'ru'mu'ran	谓经常听到看到，无形之中受到影响。语本唐韩愈《清河郡公房公墓碣铭》：“目擩耳染，不学以能。”
耳食之论	er'shi'zhi'lun	指听来的没有确凿根据的话。
耳食之谈	er'shi'zhi'tan	见“耳食之论”。
耳视目听	er'shi'mu'ting	古代道家的一种修养境界，认为视听由精神所主宰，可不受器官的限制。
耳熟能详	er'shu'neng'xiang	谓因常闻而能详知或详述。
耳提面命	er'ti'mian'ming	《诗·大雅·抑》：“匪面命之，言提其耳。”孔颖达疏：“非但对面命语之，我又亲提撕其耳，庶其志而不忘。”后以“耳提面命”谓教诲殷切，要求严格。
耳提面训	er'ti'mian'xun	同“耳提面命”。
耳听八方	er'ting'ba'fang	耳朵同时察听各方面来的声音。多用以形容机警。八方，四方四隅的总称。
耳闻目睹	er'wen'mu'du	同“耳闻目见”。
耳闻目击	er'wen'mu'ji	见“耳闻目见”。
耳闻目见	er'wen'mu'jian	亲耳听见，亲眼看见。
耳闻目览	er'wen'mu'lan	同“耳闻目见”。
耳闻目染	er'wen'mu'ran	同“耳濡目染”。
耳闻眼见	er'wen'yan'jian	见“耳闻目见”。
迩安远至	er'an'yuan'zhi	语本《论语·子路》：“叶公问政，子曰：‘近者说，远者来。’”谓近居之民以政治清明而欢乐，远地之民则闻风而附。后以“迩安远至”谓政治清明。
二分明月	er'fen'ming'yue	唐徐凝《忆扬州》诗：“天下三分明月夜，二分无赖是扬州。”后因以表示美好的风光。
二缶锺惑	er'fou'zhong'huo	谓对缶和钟两种盛器的容量大小分不清楚。比喻是非不明。
二惠竞爽	er'hui'jing'shuang	《左传·昭公三年》：“齐公孙灶（子雅）卒。司马灶见晏子，曰：‘又丧子雅矣。’晏子曰：‘惜也……二惠竞爽犹可，又弱一个焉，姜其危哉。’”杜预注：“子雅子尾皆齐惠公之孙也。竞，彊也。爽，明也。”后因以“二惠竞爽”为对人兄弟的称颂之辞。
二满三平	er'man'san'ping	同“三平二满”。
二三君子	er'san'jun'zi	犹二三子。
二童一马	er'tong'yi'ma	南朝宋刘义庆《世说新语·品藻》：“殷侯既废，桓公语诸人曰：‘少时与渊源共骑竹马，我弃去，己辄取之，故当出我下。’”后用以指少年时代的好友。
二心两意	er'xin'liang'yi	谓不专一，不坚定。
发财致富	fa'cai'zhi'fu	因获得大量财物而富裕起来。
发短心长	fa'duan'xin'chang	①谓年虽老而计虑深长。语出《左传·昭公三年》：“齐侯回於莒，卢浦嫳见，泣且请曰：‘余发如此种种，余奚能为？’公曰：‘诺，吾告二子。’归而告之。子尾欲复之，子雅不可，曰：‘彼其发短，而心甚长，其或寝处我矣。’”②谓年华已逝而心未衰。
发奋蹈厉	fa'fen'dao'li	同“发扬蹈厉”。
发奋图强	fa'fen'tu'qiang	同“发愤图强”。
发奋为雄	fa'fen'wei'xiong	又作：发愤自雄。
发愤图强	fa'fen'tu'qiang	下定决心，努力谋求强盛或进步。也指下定决心力求上进的情况。
发愤忘食	fa'fen'wang'shi	形容十分勤奋。
发愤展布	fa'fen'zhan'bu	发奋振作，施展本领。
发愤自厉	fa'fen'zi'li	下定决心磨炼自己。
发愤自雄	fa'fen'zi'xiong	决心奋斗，使自己强盛有实力。
发瞽披聋	fa'gu'pi'long	张开瞽目，打通聋耳。又作：恢复视觉和听觉能力。
发号布令	fa'hao'bu'ling	同“发号施令”。
发号出令	fa'hao'chu'ling	同“发号施令”。
发号施令	fa'hao'shi'ling	发命令，下指示。
发号吐令	fa'hao'tu'ling	同“发号施令”。
发皇张大	fa'huang'zhang'da	发展扩大。
发迹变泰	fa'ji'bian'tai	谓由卑微而得志显达，坏运变为好运。
发家致富	fa'jia'zhi'fu	犹发家。
发家致业	fa'jia'zhi'ye	犹发家。
发奸露覆	fa'jian'lu'fu	同“发奸擿伏”。
发奸摘伏	fa'jian'zhai'fu	同“发奸擿伏”。
发奸摘覆	fa'jian'zhai'fu	同“发奸擿伏”。
发奸擿伏	fa'jian'ti'fu	揭露隐蔽的坏人坏事。
发科打诨	fa'ke'da'hun	以滑稽的动作和语言引人发笑。
发科打趣	fa'ke'da'qu	说滑稽话，拿人开玩笑。
发聋振聩	fa'long'zhen'kui	发出很大的响声，使耳聋的人也听得见。比喻言论文章有使人清醒感奋的作用。
发矇振聩	fa'meng'zhen'kui	使盲人也能看见，聋人也能听见。比喻言论文章有使人清醒感奋的作用。
发蒙解缚	fa'meng'jie'fu	启发蒙昧，解除束缚。
发蒙启蔽	fa'meng'qi'bi	启发蒙昧。
发蒙启滞	fa'meng'qi'zhi	启发蒙昧，开通阻塞。
发蒙振槁	fa'meng'zhen'gao	同“发蒙振落”。
发蒙振落	fa'meng'zhen'luo	揭开蒙盖物，摇掉将落的枯叶。喻轻而易举。
发怒冲冠	fa'nu'chong'guan	同“发上冲冠”。
发潜阐幽	fa'qian'chan'you	阐发沉潜深奥的事理。
发人深省	fa'ren'shen'sheng	启发人们深刻思考而有所醒悟。语本唐杜甫《游龙门奉先寺》诗：“欲觉闻晨钟，令人发深省。”
发人深思	fa'ren'shen'si	启发人们深刻思考。
发荣滋长	fa'rong'zi'chang	①草木繁茂地萌发生长。②比喻某些事物茁壮地成长。
发上冲冠	fa'shang'chong'guan	又作：发上指冠。语本《史记·廉颇蔺相如列传》：“王授璧，相如因持璧却立，倚柱，怒发上冲冠。”
发上指冠	fa'shang'zhi'guan	毛发竖起貌。形容极度愤怒。
发无不捷	fa'wu'bu'jie	又作：战无不胜。
发宪布令	fa'xian'bu'ling	又作：发号施令。
发言盈庭	fa'yan'ying'ting	发言的人挤满F堂。谓人多言杂。
发扬踔厉	fa'yang'chuo'li	见“发扬蹈厉”。
发扬蹈厉	fa'yang'dao'li	亦作“发扬蹈励”。亦作“发扬踔厉”。本指舞蹈时动作的威武。《礼记·乐记》：“发扬蹈厉，大（太）公之志也。”孔颖达疏：“言武乐之舞，发扬蹈厉象大公威武鹰扬之志也。”《史记·乐书》：“发扬蹈厉之已蚤，何也？”张守节正义：“发，初也。扬，举袂也。蹈，顿足蹋地。厉，颜色勃然如战色也。”《隋书·音乐志下》：“发扬蹈厉，威而不残也。”后用以形容精神奋发，意气昂扬。
发扬蹈励	fa'yang'dao'li	见“发扬蹈厉”。
发扬光大	fa'yang'guang'da	①使美好的事物在原来基础上不断发展、扩大和提高。②特指对丑恶的事物极力加以扩散。
发隐擿伏	fa'yin'ti'fu	揭露隐蔽的坏人坏事。
发踊冲冠	fa'yong'chong'guan	同“发上冲冠”。
发摘奸隐	fa'zhai'jian'yin	同“发擿奸伏”。
发指眦裂	fa'zhi'zi'lie	见“发指眦裂”。
发指眦裂	fa'zhi'zi'lie	头发上竖，眼眶欲裂。为极度愤怒状。语本《吕氏春秋·必己》：“孟贲瞋目而视船人，发植，目裂，鬓指。”
发指眦裂	fa'zhi'zi'lie	见“发指眦裂”。
发擿奸伏	fa'ti'jian'fu	揭露隐蔽的坏人坏事。
